"SurveyNbr","Transect","Replicate","Crew","Seat","Obs","StartDt","EndDt","DistFlown","AvgCondition","ACWSD","ACWSDreport","WindArea","MissingTrackFile","ImputedDistFlown"
1,281100,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,9.30,4.00,1,0,0,0,0
1,281600,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,13.24,2.00,1,0,0,0,0
1,281600,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,13.18,3.00,1,0,0,0,0
1,282100,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,12.64,5.00,1,0,0,0,0
1,282100,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,12.82,4.00,1,0,0,0,0
1,282600,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,3.78,3.00,1,0,0,0,0
1,282600,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,1.21,3.00,1,0,0,0,0
1,283100,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,3.89,4.00,1,0,0,0,0
1,283100,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,3.87,4.00,1,0,0,0,0
1,295100,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,8.41,1.00,1,0,0,0,0
1,295600,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,13.17,3.00,1,0,0,0,0
1,295600,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,13.22,4.00,1,0,0,0,0
1,300100,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,13.09,4.00,1,0,0,0,0
1,300100,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,13.23,1.00,1,0,0,0,0
1,300600,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,8.31,3.00,1,0,0,0,0
1,300600,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,8.28,4.00,1,0,0,0,0
1,301100,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,8.78,4.00,1,0,0,0,0
1,301100,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,8.87,1.00,1,0,0,0,0
1,301600,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,12.67,4.00,1,0,0,0,0
1,301600,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,12.69,4.00,1,0,0,0,0
1,302100,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,12.50,4.00,1,0,0,0,0
1,302100,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,13.02,1.00,1,0,0,0,0
1,302600,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,5.62,4.00,1,0,0,0,0
1,302600,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,7.29,4.00,1,0,0,0,0
1,303100,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,8.88,4.00,1,0,0,0,0
1,303100,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,8.97,1.00,1,0,0,0,0
1,303600,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,13.20,3.00,1,0,0,0,0
1,303600,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,13.21,4.00,1,0,0,0,0
1,304100,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,13.13,5.00,1,0,0,0,0
1,304100,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,13.16,1.00,1,0,0,0,0
1,304600,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,7.98,4.00,1,0,0,0,0
1,304600,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,7.86,5.00,1,0,0,0,0
1,305100,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,7.91,4.00,1,0,0,0,0
1,305100,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,8.44,1.00,1,0,0,0,0
1,305600,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,18.08,4.00,1,0,0,0,0
1,305600,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,18.07,4.00,1,0,0,0,0
1,310100,1,"Crew3441","lf","mdk",2/8/2008 0:00:00,2/8/2008 0:00:00,20.24,4.00,1,0,0,0,0
1,310100,1,"Crew3441","rf","tsl",2/8/2008 0:00:00,2/8/2008 0:00:00,20.40,1.00,1,0,0,0,0
1,310600,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,7.95,4.00,1,0,0,0,0
1,310600,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,7.94,3.00,1,0,0,0,0
1,322600,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,12.69,4.00,1,0,0,0,0
1,323100,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,7.48,5.00,1,0,0,0,0
1,323100,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,7.39,3.00,1,0,0,0,0
1,323600,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,24.15,2.00,1,0,0,0,0
1,323600,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,24.10,4.00,1,0,0,0,0
1,324100,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,20.62,5.00,1,0,0,0,0
1,324100,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,21.15,2.00,1,0,0,0,0
1,324600,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,12.62,2.00,1,0,0,0,0
1,324600,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,13.22,4.00,1,0,0,0,0
1,325100,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,9.88,5.00,1,0,0,0,0
1,325100,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,8.68,1.00,1,0,0,0,0
1,325600,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,20.42,2.00,1,0,0,0,0
1,325600,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,20.38,4.00,1,0,0,0,0
1,330100,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,13.77,4.00,1,0,0,0,0
1,330100,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,14.01,1.00,1,0,0,0,0
1,330600,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,7.95,3.00,1,0,0,0,0
1,330600,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,7.94,4.00,1,0,0,0,0
1,331100,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,9.46,4.00,1,0,0,0,0
1,331100,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,9.39,1.00,1,0,0,0,0
1,331600,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,16.12,2.00,1,0,0,0,0
1,331600,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,16.00,4.00,1,0,0,0,0
1,332100,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,17.35,4.00,1,0,0,0,0
1,332100,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,17.36,1.00,1,0,0,0,0
1,332600,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,7.34,2.00,1,0,0,0,0
1,332600,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,7.23,4.00,1,0,0,0,0
1,333100,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,7.37,3.00,1,0,0,0,0
1,333100,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,7.35,1.00,1,0,0,0,0
1,333600,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,15.59,3.00,1,0,0,0,0
1,333600,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,15.63,4.00,1,0,0,0,0
1,334100,1,"Crew3441","lf","mdk",2/7/2008 0:00:00,2/7/2008 0:00:00,9.29,3.00,1,0,0,0,0
1,334100,1,"Crew3441","rf","tsl",2/7/2008 0:00:00,2/7/2008 0:00:00,15.27,1.00,1,0,0,0,0
1,344600,1,"Crew4051","rf","djf",2/9/2008 0:00:00,2/9/2008 0:00:00,15.62,2.72,1,0,0,1,1
1,345100,1,"Crew4051","lf","cff",2/9/2008 0:00:00,2/9/2008 0:00:00,13.92,1.00,1,0,0,0,0
1,345100,1,"Crew4051","rf","djf",2/9/2008 0:00:00,2/9/2008 0:00:00,14.14,4.00,1,0,0,1,1
1,345600,1,"Crew4051","lf","cff",2/9/2008 0:00:00,2/9/2008 0:00:00,7.92,4.00,1,0,0,0,0
1,345600,1,"Crew4051","rf","djf",2/9/2008 0:00:00,2/9/2008 0:00:00,8.11,3.00,1,0,0,1,1
1,350100,1,"Crew4051","lf","cff",2/9/2008 0:00:00,2/9/2008 0:00:00,8.11,2.00,1,0,0,0,0
1,350100,1,"Crew4051","rf","djf",2/9/2008 0:00:00,2/9/2008 0:00:00,8.45,5.00,1,0,0,1,1
1,350600,1,"Crew4051","lf","cff",2/9/2008 0:00:00,2/9/2008 0:00:00,17.14,4.00,1,0,0,0,0
1,350600,1,"Crew4051","rf","djf",2/9/2008 0:00:00,2/9/2008 0:00:00,17.04,4.00,1,0,0,1,1
1,351100,1,"Crew4051","lf","cff",2/9/2008 0:00:00,2/9/2008 0:00:00,16.71,1.00,1,0,0,0,0
1,351100,1,"Crew4051","rf","djf",2/9/2008 0:00:00,2/9/2008 0:00:00,16.81,4.21,1,0,0,1,1
1,351101,1,"Crew4051","lf","cff",2/9/2008 0:00:00,2/9/2008 0:00:00,17.49,1.00,1,0,0,0,0
1,351101,1,"Crew4051","rf","djf",2/9/2008 0:00:00,2/9/2008 0:00:00,17.48,5.00,1,0,0,1,1
1,351600,1,"Crew4051","lf","cff",2/11/2008 0:00:00,2/11/2008 0:00:00,31.83,1.00,1,0,0,0,0
1,351600,1,"Crew4051","rf","djf",2/11/2008 0:00:00,2/11/2008 0:00:00,31.83,1.00,1,0,0,1,1
1,351601,1,"Crew4051","lf","cff",2/11/2008 0:00:00,2/11/2008 0:00:00,8.03,1.00,1,0,0,0,0
1,351601,1,"Crew4051","rf","djf",2/11/2008 0:00:00,2/11/2008 0:00:00,8.03,1.00,1,0,0,1,1
1,352100,1,"Crew4051","lf","cff",2/11/2008 0:00:00,2/11/2008 0:00:00,31.21,4.00,1,0,0,0,0
1,352100,1,"Crew4051","rf","djf",2/11/2008 0:00:00,2/11/2008 0:00:00,31.28,4.00,1,0,0,1,1
1,352101,1,"Crew4051","lf","cff",2/11/2008 0:00:00,2/11/2008 0:00:00,7.89,4.00,1,0,0,0,0
1,352101,1,"Crew4051","rf","djf",2/11/2008 0:00:00,2/11/2008 0:00:00,7.89,4.00,1,0,0,1,1
1,352600,1,"Crew4051","lf","cff",2/11/2008 0:00:00,2/11/2008 0:00:00,30.61,2.00,1,0,0,0,0
1,352600,1,"Crew4051","rf","djf",2/11/2008 0:00:00,2/11/2008 0:00:00,30.61,2.00,1,0,0,1,1
1,352601,1,"Crew4051","lf","cff",2/11/2008 0:00:00,2/11/2008 0:00:00,12.91,2.00,1,0,0,0,0
1,352601,1,"Crew4051","rf","djf",2/11/2008 0:00:00,2/11/2008 0:00:00,12.91,2.00,1,0,0,1,1
1,353100,1,"Crew4051","lf","cff",2/11/2008 0:00:00,2/11/2008 0:00:00,22.44,4.00,1,0,0,0,0
1,353100,1,"Crew4051","rf","djf",2/11/2008 0:00:00,2/11/2008 0:00:00,23.52,4.00,1,0,0,1,1
1,353101,1,"Crew4051","lf","cff",2/11/2008 0:00:00,2/11/2008 0:00:00,13.39,4.00,1,0,0,0,0
1,353101,1,"Crew4051","rf","djf",2/11/2008 0:00:00,2/11/2008 0:00:00,13.39,4.00,1,0,0,1,1
1,353600,1,"Crew4051","lf","cff",2/11/2008 0:00:00,2/11/2008 0:00:00,6.48,4.00,1,0,0,0,0
1,353600,1,"Crew4051","rf","djf",2/11/2008 0:00:00,2/11/2008 0:00:00,15.25,2.00,1,0,0,1,1
1,365100,1,"Crew4051","lf","cff",2/16/2008 0:00:00,2/16/2008 0:00:00,7.16,4.00,1,0,1,0,0
1,365100,1,"Crew4051","rf","tel",2/16/2008 0:00:00,2/16/2008 0:00:00,9.11,3.00,1,0,1,0,0
1,365101,1,"Crew4051","lf","cff",2/16/2008 0:00:00,2/16/2008 0:00:00,3.71,4.00,1,0,1,0,0
1,365101,1,"Crew4051","rf","tel",2/16/2008 0:00:00,2/16/2008 0:00:00,4.13,3.00,1,0,1,0,0
1,365600,1,"Crew4051","lf","cff",2/16/2008 0:00:00,2/16/2008 0:00:00,10.50,3.00,1,0,0,0,0
1,365600,1,"Crew4051","rf","tel",2/16/2008 0:00:00,2/16/2008 0:00:00,10.66,4.00,1,0,0,0,0
1,365601,1,"Crew4051","lf","cff",2/16/2008 0:00:00,2/16/2008 0:00:00,12.50,3.00,1,0,1,0,0
1,365601,1,"Crew4051","rf","tel",2/16/2008 0:00:00,2/16/2008 0:00:00,12.92,4.00,1,0,1,0,0
1,370100,1,"Crew4051","lf","cff",2/16/2008 0:00:00,2/16/2008 0:00:00,8.62,4.00,1,0,0,0,0
1,370100,1,"Crew4051","rf","tel",2/16/2008 0:00:00,2/16/2008 0:00:00,16.68,2.00,1,0,0,0,0
1,370101,1,"Crew4051","lf","cff",2/16/2008 0:00:00,2/16/2008 0:00:00,12.42,4.00,1,0,1,0,0
1,370101,1,"Crew4051","rf","tel",2/16/2008 0:00:00,2/16/2008 0:00:00,12.50,1.67,1,0,1,0,0
1,370600,1,"Crew4051","lf","cff",2/16/2008 0:00:00,2/16/2008 0:00:00,16.14,3.00,1,0,0,0,0
1,370600,1,"Crew4051","rf","tel",2/16/2008 0:00:00,2/16/2008 0:00:00,16.21,4.00,1,0,0,0,0
1,370601,1,"Crew4051","lf","cff",2/16/2008 0:00:00,2/16/2008 0:00:00,12.81,3.00,1,0,1,0,0
1,370601,1,"Crew4051","rf","tel",2/16/2008 0:00:00,2/16/2008 0:00:00,13.53,4.00,1,0,1,0,0
1,371101,1,"Crew4051","lf","cff",2/16/2008 0:00:00,2/16/2008 0:00:00,13.42,4.00,1,0,1,0,0
1,371101,1,"Crew4051","rf","tel",2/16/2008 0:00:00,2/16/2008 0:00:00,14.02,2.00,1,0,1,0,0
1,371600,1,"Crew4051","lf","cff",2/25/2008 0:00:00,2/25/2008 0:00:00,16.63,4.00,1,0,0,0,0
1,371600,1,"Crew4051","rf","tel",2/25/2008 0:00:00,2/25/2008 0:00:00,16.72,3.00,1,0,0,0,0
1,371601,1,"Crew4051","lf","cff",2/16/2008 0:00:00,2/16/2008 0:00:00,7.86,3.00,1,0,1,0,0
1,371601,1,"Crew4051","rf","tel",2/16/2008 0:00:00,2/16/2008 0:00:00,7.73,4.00,1,0,1,0,0
1,372101,1,"Crew4051","lf","cff",2/16/2008 0:00:00,2/16/2008 0:00:00,9.16,4.00,1,0,1,0,0
1,372101,1,"Crew4051","rf","tel",2/16/2008 0:00:00,2/16/2008 0:00:00,8.41,2.00,1,0,1,0,0
1,372600,1,"Crew4051","lf","cff",2/25/2008 0:00:00,2/25/2008 0:00:00,12.81,2.00,1,0,0,0,0
1,372600,1,"Crew4051","rf","tel",2/25/2008 0:00:00,2/25/2008 0:00:00,12.74,5.00,1,0,0,0,0
1,372601,1,"Crew4051","lf","cff",2/15/2008 0:00:00,2/15/2008 0:00:00,8.22,2.00,1,0,1,0,0
1,372602,1,"Crew4051","lf","cff",2/15/2008 0:00:00,2/15/2008 0:00:00,5.09,2.00,1,0,1,0,0
1,373101,1,"Crew4051","lf","cff",2/15/2008 0:00:00,2/15/2008 0:00:00,13.69,5.00,1,0,0,0,0
1,373600,1,"Crew4051","lf","cff",2/25/2008 0:00:00,2/25/2008 0:00:00,23.83,4.00,1,0,0,0,0
1,373600,1,"Crew4051","rf","tel",2/25/2008 0:00:00,2/25/2008 0:00:00,23.98,2.00,1,0,0,0,0
1,391100,1,"Crew4051","lf","cff",2/17/2008 0:00:00,2/17/2008 0:00:00,21.57,2.00,1,0,0,0,0
1,391100,1,"Crew4051","rf","tel",2/17/2008 0:00:00,2/17/2008 0:00:00,21.46,4.00,1,0,0,0,0
1,391101,1,"Crew4051","lf","cff",2/20/2008 0:00:00,2/20/2008 0:00:00,13.62,2.00,1,0,0,0,0
1,391101,1,"Crew4051","rf","tel",2/20/2008 0:00:00,2/20/2008 0:00:00,14.33,4.00,1,0,0,0,0
1,391600,1,"Crew4051","lf","cff",2/17/2008 0:00:00,2/17/2008 0:00:00,9.01,4.00,1,0,0,0,0
1,391600,1,"Crew4051","rf","tel",2/17/2008 0:00:00,2/17/2008 0:00:00,9.12,3.00,1,0,0,0,0
1,391601,1,"Crew4051","lf","cff",2/20/2008 0:00:00,2/20/2008 0:00:00,10.01,4.00,1,0,0,0,0
1,391601,1,"Crew4051","rf","tel",2/20/2008 0:00:00,2/20/2008 0:00:00,10.94,2.00,1,0,0,0,0
1,392100,1,"Crew4051","lf","cff",2/20/2008 0:00:00,2/20/2008 0:00:00,8.01,2.00,1,0,0,0,0
1,392100,1,"Crew4051","rf","tel",2/20/2008 0:00:00,2/20/2008 0:00:00,8.15,4.00,1,0,0,0,0
1,392600,1,"Crew4051","lf","cff",2/20/2008 0:00:00,2/20/2008 0:00:00,13.15,4.00,1,0,0,0,0
1,392600,1,"Crew4051","rf","tel",2/20/2008 0:00:00,2/20/2008 0:00:00,14.18,2.00,1,0,0,0,0
1,393100,1,"Crew4051","rf","tel",2/20/2008 0:00:00,2/20/2008 0:00:00,13.62,4.00,1,0,0,0,0
1,393600,1,"Crew4051","lf","cff",2/20/2008 0:00:00,2/20/2008 0:00:00,6.46,4.00,1,0,0,0,0
1,393600,1,"Crew4051","rf","tel",2/20/2008 0:00:00,2/20/2008 0:00:00,7.07,2.00,1,0,0,0,0
1,394100,1,"Crew4051","lf","cff",2/20/2008 0:00:00,2/20/2008 0:00:00,7.97,2.00,1,0,0,0,0
1,394100,1,"Crew4051","rf","tel",2/20/2008 0:00:00,2/20/2008 0:00:00,8.02,4.00,1,0,0,0,0
1,394600,1,"Crew4051","lf","cff",2/21/2008 0:00:00,2/21/2008 0:00:00,13.36,4.00,1,0,0,0,0
1,394600,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,13.52,2.00,1,0,0,0,0
1,395100,1,"Crew4051","lf","cff",2/21/2008 0:00:00,2/21/2008 0:00:00,13.43,2.00,1,0,0,0,0
1,395100,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,13.51,4.00,1,0,0,0,0
1,395600,1,"Crew4051","lf","cff",2/21/2008 0:00:00,2/21/2008 0:00:00,6.18,4.00,1,0,0,0,0
1,395600,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,6.50,2.00,1,0,0,0,0
1,400100,1,"Crew4051","lf","cff",2/21/2008 0:00:00,2/21/2008 0:00:00,7.33,2.00,1,0,0,0,0
1,400100,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,7.08,4.00,1,0,0,0,0
1,400600,1,"Crew4051","lf","cff",2/21/2008 0:00:00,2/21/2008 0:00:00,9.78,4.00,1,0,0,0,0
1,400600,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,13.34,2.00,1,0,0,0,0
1,401100,1,"Crew4051","lf","cff",2/21/2008 0:00:00,2/21/2008 0:00:00,13.25,2.00,1,0,0,0,0
1,401100,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,13.39,3.00,1,0,0,0,0
1,401600,1,"Crew4051","lf","cff",2/21/2008 0:00:00,2/21/2008 0:00:00,5.25,4.00,1,0,0,0,0
1,401600,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,8.05,2.00,1,0,0,0,0
1,402100,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,8.10,3.00,1,0,0,0,0
1,402600,1,"Crew4051","lf","cff",2/21/2008 0:00:00,2/21/2008 0:00:00,14.96,4.00,1,0,0,0,0
1,402600,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,16.08,3.00,1,0,0,0,0
1,403100,1,"Crew4051","lf","cff",2/21/2008 0:00:00,2/21/2008 0:00:00,22.86,2.00,1,0,0,0,0
1,403100,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,23.34,4.00,1,0,0,0,0
1,403600,1,"Crew4051","lf","cff",2/21/2008 0:00:00,2/21/2008 0:00:00,8.32,4.00,1,0,0,0,0
1,403600,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,8.43,3.00,1,0,0,0,0
1,404100,1,"Crew4051","lf","cff",2/21/2008 0:00:00,2/21/2008 0:00:00,5.63,4.00,1,0,0,0,0
1,404100,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,5.77,3.00,1,0,0,0,0
1,404600,1,"Crew4051","lf","cff",2/21/2008 0:00:00,2/21/2008 0:00:00,12.72,4.00,1,0,0,0,0
1,404600,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,12.68,3.00,1,0,0,0,0
1,405100,1,"Crew4051","lf","cff",2/21/2008 0:00:00,2/21/2008 0:00:00,13.00,4.00,1,0,0,0,0
1,405100,1,"Crew4051","rf","tel",2/21/2008 0:00:00,2/21/2008 0:00:00,13.59,3.00,1,0,0,0,0
1,405101,1,"Crew4206","lf","fhr",2/16/2008 0:00:00,2/16/2008 0:00:00,46.48,4.00,1,0,0,0,0
1,405101,1,"Crew4206","rf","tpw",2/16/2008 0:00:00,2/16/2008 0:00:00,46.45,4.00,1,0,0,0,0
1,405101,2,"Crew4206","lf","fhr",2/20/2008 0:00:00,2/20/2008 0:00:00,46.31,4.00,1,0,0,0,0
1,405101,2,"Crew4206","rf","tpw",2/20/2008 0:00:00,2/20/2008 0:00:00,46.31,4.00,1,0,0,0,0
1,405600,1,"Crew4206","lf","fhr",2/12/2008 0:00:00,2/12/2008 0:00:00,26.20,5.00,1,0,0,0,0
1,405600,1,"Crew4206","rf","tpw",2/12/2008 0:00:00,2/12/2008 0:00:00,2.62,5.00,1,0,0,0,0
1,405601,1,"Crew4206","lf","fhr",2/12/2008 0:00:00,2/12/2008 0:00:00,5.97,5.00,1,0,0,0,0
1,405601,1,"Crew4206","rf","tpw",2/12/2008 0:00:00,2/12/2008 0:00:00,5.84,4.00,1,0,0,0,0
1,405602,1,"Crew4206","lf","fhr",2/16/2008 0:00:00,2/16/2008 0:00:00,46.32,4.00,1,0,0,0,0
1,405602,1,"Crew4206","rf","tpw",2/16/2008 0:00:00,2/16/2008 0:00:00,46.38,2.41,1,0,0,0,0
1,405602,2,"Crew4206","lf","fhr",2/20/2008 0:00:00,2/20/2008 0:00:00,46.28,3.00,1,0,0,0,0
1,405602,2,"Crew4206","rf","tpw",2/20/2008 0:00:00,2/20/2008 0:00:00,46.14,3.36,1,0,0,0,0
1,410100,1,"Crew4206","lf","fhr",2/12/2008 0:00:00,2/12/2008 0:00:00,44.87,5.00,1,0,0,0,0
1,410100,1,"Crew4206","rf","tpw",2/12/2008 0:00:00,2/12/2008 0:00:00,44.87,5.00,1,0,0,0,0
1,410101,1,"Crew4206","lf","fhr",2/12/2008 0:00:00,2/12/2008 0:00:00,7.63,3.00,1,0,0,0,0
